modelo,combustivel,ano,quilometragem,final de placa,carroceria,cor,ar condicionado,direcao,vidro eletrico,teto solar,alarme,rodas,retrovisores,computador de bordo
['KA'],['Gasolina e álcool'],['2019/2020'],['4.027'],['6'],['Sedã'],['Cinza'],['sim'],[''],['sim'],['nao'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['SPORTAGE'],['Gasolina'],['2011/2011'],['106.644'],['8'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['nao']
['X1'],['Gasolina e álcool'],['2020/2020'],['5.000'],['5'],['Utilitário esportivo'],['Branco'],['sim'],[''],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['FIESTA'],['Gasolina e álcool'],['2011/2011'],['112.000'],['0'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['CAPTUR'],['Gasolina e álcool'],['2018/2019'],['50.200'],['8'],['Utilitário esportivo'],['Indefinida'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],['Rodas de liga leve'],[''],['Computador de bordo']
['S10'],['Diesel'],['2018/2018'],['122.000'],['9'],['Picape'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['Computador de bordo']
['FUSION'],['Gasolina e elétrico'],['2011/2011'],['165.000'],['8'],['Sedã'],['Prata'],['sim'],[''],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2019/2020'],['35.593'],['4'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['nao'],[''],[''],['Computador de bordo']
['DOBLÒ'],['Gasolina e álcool'],['2017/2018'],['74.224'],['0'],['Minivan'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['RENEGADE'],['Gasolina e álcool'],['2019/2020'],['41.605'],['5'],['Utilitário esportivo'],['Branco'],['sim'],[''],['sim'],['nao'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['XC40'],['Gasolina'],['2018/2018'],['29.143'],['7'],['Utilitário esportivo'],['Cinza'],['sim'],[''],['nao'],['nao'],['nao'],['Rodas de liga leve'],[''],['Computador de bordo']
['PALIO'],"['Gasolina, álcool e gás natural']",['2010/2011'],['156.000'],['6'],['Perua/SW'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['FOCUS'],['Gasolina e álcool'],['2015/2015'],['75.000'],['3'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['KA'],['Gasolina e álcool'],['2016/2017'],['79.217'],['5'],['Hatchback'],['Vermelho'],['sim'],[''],['sim'],['nao'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['A 250'],['Gasolina'],['2019/2019'],['16.000'],['0'],['Hatchback'],['Vermelho'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['CROSS UP'],['Gasolina e álcool'],['2017/2018'],['68.000'],['5'],['Hatchback'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['CITY'],['Gasolina e álcool'],['2018/2018'],['36.223'],['6'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['HB20'],['Gasolina e álcool'],['2016/2017'],['40.500'],['0'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['JETTA'],['Gasolina e álcool'],['2019/2019'],['20.300'],['6'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['nao'],['sim'],['nao'],[''],[''],['nao']
['POLO'],['Gasolina e álcool'],['2018/2019'],['35.000'],['5'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['STRADA'],['Gasolina e álcool'],['2019/2020'],['11.500'],['6'],['Picape'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2019/2019'],['26.331'],['8'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],['Rodas de liga leve'],[''],['nao']
['208'],['Gasolina e álcool'],['2014/2015'],['62.000'],['2'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['HB20S'],['Gasolina e álcool'],['2019/2019'],['40.711'],['7'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['RANGE ROVER EVOQUE'],['Gasolina'],['2018/2018'],['49.000'],['8'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['JOY'],['Gasolina e álcool'],['2020/2020'],['37.761'],['1'],['Sedã'],['Branco'],['sim'],[''],['sim'],['nao'],['nao'],[''],[''],['nao']
['ASX'],['Gasolina e álcool'],['2017/2018'],['65.000'],['7'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['FIELDER'],['Gasolina'],['2006/2006'],['235.000'],['4'],['Perua/SW'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['nao']
['MERIVA'],['Gasolina e álcool'],['2008/2008'],['111.000'],['8'],['Minivan'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ARGO'],['Gasolina e álcool'],['2020/2020'],['49.492'],['5'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['FREEMONT'],['Gasolina'],['2012/2013'],['93.185'],['7'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['sim'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['HB20'],['Gasolina e álcool'],['2018/2019'],['30.000'],['3'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['SANDERO'],['Gasolina e álcool'],['2020/2021'],['46.216'],['1'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['CLA 45 AMG'],['Gasolina'],['2017/2018'],['35.000'],['9'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['PRISMA'],['Gasolina e álcool'],['2019/2019'],['53.167'],['4'],['Sedã'],['Preto'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['GOL'],['Gasolina e álcool'],['2019/2020'],['47.015'],['7'],['Hatchback'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['HB20S'],['Gasolina e álcool'],['2017/2017'],['65.500'],['2'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['DISCOVERY 3'],['Diesel'],['2008/2008'],['242.000'],['8'],['Utilitário esportivo'],['Preto'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2019/2019'],['10.465'],['4'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],['Rodas de liga leve'],[''],['nao']
['I30'],['Gasolina'],['2014/2015'],['20.000'],['0'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['PRISMA'],['Gasolina e álcool'],['2019/2019'],['47.247'],['9'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['T4'],['Diesel'],['2020/2021'],['6.300'],['6'],['Utilitário esportivo'],['Amarelo'],['sim'],['Direção hidráulica'],['sim'],['sim'],['nao'],['Rodas de liga leve'],[''],['nao']
['XC60'],['Gasolina'],['2017/2018'],['13.993'],['6'],['Utilitário esportivo'],['Preto'],['sim'],[''],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['T4'],['Diesel'],['2016/2016'],['25.000'],['7'],['Utilitário esportivo'],['Vermelho'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['PRISMA'],['Gasolina e álcool'],['2019/2019'],['41.000'],['1'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['JOY'],['Gasolina e álcool'],['2019/2020'],['48.529'],['5'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['FORTWO'],['Gasolina'],['2014/2014'],['83.000'],['1'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ECOSPORT'],['Gasolina e álcool'],['2019/2020'],['40.900'],['2'],['Utilitário esportivo'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['GOL'],['Gasolina e álcool'],['2020/2021'],['56.081'],['6'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['S-CROSS'],['Gasolina'],['2015/2016'],['129.737'],['4'],['Utilitário esportivo'],['Cinza'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['RANGE ROVER VELAR'],['Gasolina'],['2017/2018'],['37.000'],['0'],['Utilitário esportivo'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['JOURNEY'],['Gasolina'],['2014/2014'],['86.000'],['7'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['VERSA'],['Gasolina e álcool'],['2018/2019'],['55.000'],['0'],['Sedã'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['ETIOS'],['Gasolina e álcool'],['2019/2020'],['48.939'],['9'],['Sedã'],['Branco'],['nao'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['206'],['Gasolina'],['2005/2005'],['107.756'],['9'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['COMPASS'],['Gasolina e álcool'],['2019/2020'],['9.319'],['3'],['Utilitário esportivo'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['2008'],['Gasolina e álcool'],['2018/2019'],['24.000'],['8'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['ARGO'],['Gasolina e álcool'],['2019/2019'],['53.394'],['0'],['Hatchback'],['Vermelho'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['HILUX'],['Diesel'],['2018/2018'],['185.679'],['5'],['Picape'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['C4 CACTUS'],['Gasolina e álcool'],['2018/2019'],['44.000'],['2'],['Utilitário esportivo'],['Branco'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['COOPER'],['Gasolina'],['2016/2017'],['59.000'],['7'],['Hatchback'],['Bege'],['sim'],['Direção hidráulica'],['sim'],['sim'],['nao'],['Rodas de liga leve'],[''],['Computador de bordo']
['ECOSPORT'],['Gasolina e álcool'],['2019/2020'],['13.406'],['1'],['Utilitário esportivo'],['Branco'],['sim'],[''],['sim'],['nao'],['nao'],['Rodas de liga leve'],[''],['nao']
['ONIX'],['Gasolina e álcool'],['2020/2021'],['3.600'],['4'],['Hatchback'],['Azul'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2019/2020'],['47.026'],['3'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['JOY'],['Gasolina e álcool'],['2019/2020'],['41.834'],['7'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['RENEGADE'],['Gasolina e álcool'],['2019/2019'],['45.015'],['8'],['Utilitário esportivo'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['A1'],['Gasolina'],['2011/2011'],['150.000'],['4'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['JOY'],['Gasolina e álcool'],['2020/2020'],['56.000'],['9'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['MOBI'],['Gasolina e álcool'],['2020/2021'],['2.500'],['5'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],['Rodas de liga leve'],[''],['Computador de bordo']
['528i'],['Gasolina'],['2012/2013'],['53.800'],['0'],['Sedã'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['FOX'],['Gasolina e álcool'],['2018/2019'],['28.451'],['9'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['CRUZE'],['Gasolina e álcool'],['2019/2019'],['38.350'],['0'],['Sedã'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],[''],['Retrovisores elétricos'],['Computador de bordo']
['Z4'],['Gasolina'],['2014/2015'],['31.000'],['0'],['Conversível'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['HB20S'],['Gasolina e álcool'],['2019/2019'],['41.944'],['9'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['HB20'],['Gasolina e álcool'],['2019/2020'],['48.866'],['8'],['Hatchback'],['Branco'],['sim'],[''],['nao'],['nao'],['sim'],[''],[''],['Computador de bordo']
['MOBI'],['Gasolina e álcool'],['2019/2019'],['20.000'],['9'],['Hatchback'],['Preto'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['HR-V'],['Gasolina e álcool'],['2016/2017'],['70.000'],['6'],['Utilitário esportivo'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['JOY'],['Gasolina e álcool'],['2020/2020'],['51.993'],['0'],['Hatchback'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['SPACE CROSS'],['Gasolina e álcool'],['2012/2012'],['101.000'],['9'],['Perua/SW'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['SANDERO'],['Gasolina e álcool'],['2019/2020'],['40.665'],['8'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['320i'],['Gasolina e álcool'],['2016/2017'],['45.000'],['7'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['SLK 200'],['Gasolina'],['2010/2011'],['28.000'],['6'],['Conversível'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['CELER'],['Gasolina e álcool'],['2016/2017'],['87.000'],['4'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],['Rodas de liga leve'],[''],['nao']
['COROLLA'],['Gasolina e álcool'],['2019/2019'],['41.231'],['2'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['2008'],['Gasolina e álcool'],['2018/2019'],['23.000'],['9'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ETIOS'],['Gasolina e álcool'],['2019/2020'],['43.228'],['7'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['HB20S'],['Gasolina e álcool'],['2019/2020'],['41.766'],['4'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],['Retrovisores elétricos'],['Computador de bordo']
['HB20'],['Gasolina e álcool'],['2018/2019'],['19.227'],['3'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['CIVIC'],['Gasolina e álcool'],['2019/2020'],['27.800'],['7'],['Sedã'],['Branco'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['SANDERO'],['Gasolina e álcool'],['2019/2020'],['40.604'],['4'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['nao'],[''],[''],['nao']
['JETTA'],['Gasolina e álcool'],['2014/2014'],['108.000'],['3'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['DUSTER'],['Gasolina e álcool'],['2018/2019'],['92.854'],['3'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['OPTIMA'],['Gasolina'],['2014/2015'],['109.000'],['8'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2020/2020'],['50.697'],['9'],['Sedã'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['KICKS'],['Gasolina e álcool'],['2016/2017'],['31.440'],['0'],['Utilitário esportivo'],['Marrom'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['FUSION'],['Gasolina'],['2015/2016'],['107.000'],['9'],['Sedã'],['Preto'],['sim'],[''],['sim'],['sim'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['KICKS'],['Gasolina e álcool'],['2019/2020'],['7.214'],['0'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['COMPASS'],['Gasolina e álcool'],['2017/2018'],['106.000'],['4'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['JETTA'],['Gasolina e álcool'],['2015/2015'],['213.000'],['6'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['SANTANA'],['Gasolina'],['1997/1997'],['58.550'],['4'],['Sedã'],['Cinza'],['nao'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['ONIX'],['Gasolina e álcool'],['2020/2020'],['18.000'],['4'],['Sedã'],['Azul'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['GLB 200'],['Gasolina'],['2020/2020'],['1.643'],['1'],['Utilitário esportivo'],['Branco'],['nao'],[''],['nao'],['sim'],['nao'],['Rodas de liga leve'],[''],['nao']
['JETTA'],['Gasolina e álcool'],['2011/2012'],['74.000'],['8'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2020/2020'],['3.000'],['7'],['Hatchback'],['Vermelho'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2020/2021'],['100'],['1'],['Hatchback'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['C3 PICASSO'],['Gasolina e álcool'],['2011/2012'],['73.006'],['4'],['Minivan'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['KA +'],['Gasolina e álcool'],['2018/2018'],['31.040'],['7'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],['Retrovisores elétricos'],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2020/2020'],['11.982'],['0'],['Hatchback'],['Cinza'],['sim'],[''],['sim'],['nao'],['nao'],[''],[''],['nao']
['KA'],['Gasolina e álcool'],['2019/2019'],['41.735'],['9'],['Sedã'],['Cinza'],['sim'],[''],['sim'],['nao'],['nao'],[''],[''],['nao']
['S10'],['Diesel'],['2018/2019'],['72.000'],['0'],['Picape'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
